,age,body_type,diet,drinks,drugs,height,sex,smokes
3475,29,fit,anything,1,0,68.0,f,no
3476,25,larger,anything,1,0,68.0,f,no
3477,33,fit,anything,1,0,72.0,m,no
3478,34,average,other,1,0,61.0,f,no
3479,37,larger,anything,1,0,63.0,f,yes
3480,37,fit,anything,1,0,67.0,f,no
3481,26,average,anything,1,0,64.0,f,no
3482,28,average,anything,1,0,68.0,m,yes
3483,42,larger,anything,1,0,69.0,f,no
3484,37,fit,anything,1,0,66.0,m,no
3485,32,average,anything,1,0,62.0,f,no
3486,41,fit,anything,1,0,66.0,m,no
3487,32,larger,anything,1,0,62.0,f,no
3488,31,average,anything,1,0,73.0,m,no
3489,34,fit,anything,1,1,72.0,m,no
3490,35,unknown,anything,1,0,61.0,f,no
3491,43,average,vegetarian,0,0,62.0,f,no
3492,19,fit,anything,1,0,64.0,f,no
3493,40,average,anything,1,0,62.0,f,no
3494,36,average,anything,1,0,64.0,f,no
3495,33,larger,anything,1,1,62.0,f,no
3496,40,unknown,vegetarian,0,0,68.0,f,no
3497,35,larger,anything,0,0,70.0,m,no
3498,47,average,anything,1,0,68.0,m,no
3499,18,larger,anything,1,1,68.0,f,yes
3500,23,average,anything,1,0,62.0,f,no
3501,37,fit,anything,1,0,63.0,f,no
3502,23,average,anything,1,0,67.0,f,no
3503,28,unknown,anything,1,0,65.0,f,no
3504,41,fit,anything,1,0,69.0,f,no
3505,29,average,anything,2,0,68.0,f,no
3506,26,average,anything,1,0,65.0,f,no
3507,51,average,anything,1,0,69.0,m,no
3508,28,average,anything,1,0,63.0,f,no
3509,19,larger,anything,1,0,65.0,f,no
3510,18,average,anything,1,0,59.0,f,no
3511,39,average,other,1,0,63.0,f,no
3512,55,larger,vegetarian,0,0,67.0,f,no
3513,30,unknown,anything,1,0,65.0,f,no
3514,29,larger,anything,1,0,63.0,f,no
3515,26,average,anything,1,0,60.0,f,no
3516,22,average,anything,1,0,70.0,f,no
3517,22,fit,vegan,1,0,75.0,m,no
3518,36,average,anything,1,0,66.0,f,no
3519,26,fit,anything,1,0,70.0,m,no
3520,27,unknown,anything,1,0,71.0,f,no
3521,37,average,other,1,1,71.0,m,no
3522,36,average,anything,2,1,72.0,m,no
3523,18,larger,anything,1,0,72.0,m,no
3524,30,average,anything,1,0,74.0,m,no
3525,33,fit,anything,1,1,75.0,m,no
3526,36,fit,anything,1,0,63.0,f,no
3527,35,fit,vegetarian,2,1,70.0,m,yes
3528,66,average,anything,1,0,72.0,m,no
3529,27,fit,anything,1,0,63.0,f,no
3530,25,unknown,other,1,0,66.0,f,no
3531,20,fit,anything,1,0,68.0,m,yes
3532,34,fit,anything,1,0,67.0,f,no
3533,29,fit,anything,1,0,70.0,m,no
3534,26,average,anything,1,1,61.0,f,no
3535,35,fit,anything,1,1,75.0,m,no
3536,27,larger,other,1,0,70.0,f,no
3537,28,fit,anything,1,0,69.0,f,no
3538,36,fit,other,1,0,65.0,f,no
3539,37,average,vegetarian,1,0,72.0,m,no
3540,25,average,anything,2,1,69.0,m,no
3541,30,average,anything,1,0,71.0,m,yes
3542,30,fit,anything,1,0,63.0,m,no
3543,27,average,anything,0,2,70.0,f,yes
3544,24,larger,anything,1,0,66.0,f,no
3545,23,fit,anything,1,0,70.0,m,yes
3546,36,average,anything,1,0,67.0,m,no
3547,26,larger,other,1,0,70.0,f,yes
3548,32,fit,anything,1,0,67.0,m,no
3549,31,average,anything,1,0,74.0,m,no
3550,30,fit,anything,1,0,70.0,m,no
3551,27,larger,anything,1,0,68.0,m,no
3552,25,larger,anything,1,0,64.0,f,no
3553,27,average,anything,1,0,68.0,m,no
3554,35,fit,anything,1,0,71.0,m,no
3555,29,fit,anything,1,0,64.0,f,no
3556,25,fit,anything,1,0,72.0,m,no
3557,63,average,anything,1,0,65.0,f,no
3558,21,average,anything,1,0,65.0,m,no
3559,29,fit,anything,1,0,63.0,f,no
3560,23,average,anything,1,0,63.0,f,no
3561,23,larger,anything,1,0,59.0,f,no
3562,28,larger,anything,1,0,65.0,f,no
3563,29,larger,anything,1,1,64.0,f,yes
3564,45,average,anything,1,0,74.0,m,no
3565,22,average,anything,1,0,69.0,f,no
3566,35,fit,anything,1,0,66.0,f,no
3567,43,larger,anything,1,0,65.0,f,no
3568,23,fit,anything,1,0,71.0,m,no
3569,28,average,anything,1,0,63.0,f,no
3570,38,fit,anything,0,0,70.0,m,no
3571,22,average,other,1,0,61.0,f,yes
3572,24,fit,anything,1,1,73.0,m,no
3573,38,average,anything,1,0,66.0,f,no
3574,29,average,anything,2,1,75.0,m,yes
3575,40,larger,anything,1,0,63.0,f,no
3576,28,unknown,anything,1,0,64.0,f,no
3577,65,fit,anything,2,0,64.0,f,yes
3578,22,unknown,anything,1,0,64.0,f,no
3579,22,unknown,anything,1,0,69.0,f,yes
3580,28,fit,other,2,1,63.0,f,no
3581,32,fit,anything,1,0,66.0,f,no
3582,32,average,anything,1,0,64.0,f,no
3583,30,fit,anything,1,0,64.0,f,yes
3584,40,fit,anything,1,0,63.0,f,no
3585,33,larger,other,1,0,63.0,f,no
3586,46,fit,anything,1,0,68.0,f,no
3587,29,larger,anything,1,0,61.0,f,no
3588,24,average,anything,1,0,64.0,f,no
3589,24,fit,anything,1,0,72.0,f,no
3590,25,average,anything,1,0,67.0,f,no
3591,24,unknown,anything,1,0,66.0,f,no
3592,26,fit,vegetarian,1,0,66.0,f,no
3593,30,average,vegetarian,1,1,64.0,f,yes
3594,29,average,anything,1,0,67.0,f,no
3595,25,average,anything,1,0,63.0,f,no
3596,31,fit,anything,1,0,66.0,f,no
3597,25,average,anything,1,0,60.0,f,no
3598,31,fit,vegetarian,1,0,67.0,f,no
3599,22,average,anything,1,0,66.0,f,no
3600,24,fit,anything,2,1,61.0,f,no
3601,32,average,anything,1,0,65.0,f,no
3602,26,average,anything,1,0,66.0,f,no
3603,23,average,anything,1,0,67.0,f,no
3604,30,larger,anything,1,0,60.0,f,no
3605,36,fit,other,1,0,66.0,f,no
3606,31,average,anything,1,0,66.0,f,no
3607,45,fit,anything,1,1,63.0,f,no
3608,46,unknown,anything,1,0,61.0,f,no
3609,36,average,anything,1,0,66.0,f,no
3610,25,larger,anything,1,0,60.0,f,yes
3611,24,average,vegetarian,1,1,76.0,m,no
3612,28,larger,anything,2,1,60.0,f,yes
3613,23,larger,anything,0,0,71.0,f,no
3614,63,average,anything,1,0,60.0,f,no
3615,29,larger,anything,1,0,66.0,f,no
3616,25,unknown,anything,2,1,62.0,f,yes
3617,33,average,anything,1,0,65.0,f,no
3618,39,fit,anything,1,0,68.0,f,no
3619,26,unknown,anything,1,0,66.0,f,yes
3620,43,average,anything,1,0,64.0,f,yes
3621,26,average,anything,1,1,63.0,f,no
3622,25,unknown,vegetarian,1,0,67.0,f,yes
3623,68,fit,anything,1,0,64.0,f,no
3624,53,fit,anything,1,0,68.0,f,no
3625,24,unknown,vegetarian,1,0,66.0,f,no
3626,45,fit,anything,1,0,64.0,f,no
3627,32,larger,anything,1,0,63.0,f,no
3628,52,average,anything,0,0,66.0,f,no
3629,38,fit,anything,1,0,64.0,f,no
3630,21,average,anything,1,0,60.0,f,no
3631,30,fit,anything,1,0,64.0,f,no
3632,24,average,other,1,0,65.0,f,yes
3633,42,average,anything,2,0,68.0,f,no
3634,44,average,anything,1,0,61.0,f,no
3635,27,larger,anything,1,0,62.0,f,no
3636,48,average,anything,1,0,69.0,f,no
3637,19,average,anything,1,0,61.0,f,no
3638,23,unknown,anything,1,1,63.0,f,yes
3639,34,larger,anything,1,0,66.0,f,no
3640,29,average,vegetarian,1,0,69.0,f,no
3641,25,unknown,anything,1,0,60.0,f,no
3642,29,larger,anything,1,0,62.0,f,no
3643,32,larger,vegetarian,1,0,63.0,f,no
3644,29,average,anything,1,1,69.0,f,no
3645,26,fit,anything,1,0,69.0,f,no
3646,27,average,anything,1,0,63.0,f,no
3647,34,larger,anything,1,0,65.0,f,yes
3648,29,larger,anything,1,0,64.0,f,no
3649,31,average,vegetarian,1,0,62.0,f,no
3650,46,fit,anything,2,1,66.0,f,yes
3651,60,larger,anything,1,1,67.0,f,no
3652,27,fit,kosher,1,0,65.0,f,no
3653,42,fit,vegetarian,1,0,68.0,f,no
3654,25,average,anything,1,0,69.0,f,no
3655,23,unknown,anything,1,0,61.0,f,no
3656,50,fit,anything,1,0,59.0,f,no
3657,22,fit,anything,1,0,72.0,m,no
3658,53,unknown,anything,0,0,65.0,f,no
3659,33,average,anything,1,0,61.0,f,no
3660,54,average,anything,1,0,65.0,f,no
3661,32,average,vegetarian,1,0,66.0,f,yes
3662,24,unknown,anything,1,0,63.0,f,no
3663,28,larger,vegetarian,1,0,70.0,f,no
3664,29,fit,anything,1,0,67.0,f,no
3665,28,fit,anything,1,0,69.0,m,no
3666,22,fit,anything,1,1,63.0,f,no
3667,25,larger,anything,1,0,63.0,f,no
3668,25,average,anything,1,0,59.0,f,no
3669,27,average,anything,2,1,63.0,f,yes
3670,26,unknown,anything,1,0,60.0,f,no
3671,56,fit,anything,1,0,72.0,m,no
3672,28,unknown,anything,1,0,71.0,m,yes
3673,26,fit,anything,1,0,65.0,m,no
3674,29,fit,anything,1,0,70.0,m,no
3675,46,larger,anything,1,0,68.0,m,no
3676,29,fit,anything,1,0,72.0,m,no
3677,24,fit,anything,1,1,70.0,m,no
3678,49,fit,anything,1,0,67.0,f,no
3679,33,unknown,other,1,1,63.0,f,no
3680,40,fit,anything,1,0,73.0,m,no
3681,33,fit,anything,1,0,73.0,m,no
3682,35,larger,vegan,1,0,66.0,m,yes
3683,43,larger,other,1,0,63.0,f,no
3684,49,unknown,anything,1,0,72.0,m,no
3685,38,fit,anything,1,0,72.0,m,no
3686,26,average,anything,1,1,69.0,m,no
3687,34,unknown,anything,1,0,63.0,f,no
3688,27,average,anything,2,0,74.0,m,no
3689,28,average,anything,1,1,67.0,m,no
3690,35,fit,anything,1,0,69.0,m,no
3691,31,average,anything,0,0,73.0,m,no
3692,27,average,anything,1,0,70.0,m,no
3693,26,fit,anything,1,0,69.0,m,no
3694,52,fit,anything,1,0,72.0,m,no
3695,23,average,anything,1,1,70.0,m,yes
3696,33,fit,anything,1,0,65.0,m,no
3697,57,fit,anything,1,0,71.0,m,no
3698,29,fit,anything,2,0,61.0,f,no
3699,25,fit,vegetarian,1,0,72.0,m,no
3700,64,fit,anything,1,0,67.0,f,no
3701,22,average,vegetarian,0,0,71.0,m,no
3702,22,fit,anything,1,0,69.0,m,no
3703,43,fit,anything,1,1,69.0,f,no
3704,39,fit,anything,1,0,69.0,m,no
3705,45,larger,vegetarian,0,0,73.0,m,no
3706,34,average,anything,1,1,67.0,m,no
3707,22,fit,anything,1,1,73.0,m,yes
3708,22,fit,anything,1,0,67.0,m,no
3709,34,fit,anything,1,0,63.0,f,no
3710,38,fit,anything,2,0,73.0,m,no
3711,26,fit,anything,1,0,72.0,m,yes
3712,31,average,anything,1,0,70.0,m,no
3713,30,fit,anything,1,0,69.0,m,yes
3714,41,larger,anything,0,0,65.0,f,no
3715,29,average,vegetarian,2,1,64.0,m,no
3716,31,fit,anything,1,0,70.0,m,yes
3717,37,average,anything,1,1,66.0,m,yes
3718,31,fit,anything,1,0,72.0,m,no
3719,24,average,anything,2,1,66.0,m,no
3720,25,average,anything,2,1,69.0,m,no
3721,21,average,vegetarian,1,1,69.0,m,no
3722,29,average,anything,1,0,68.0,m,no
3723,28,fit,anything,1,0,71.0,m,no
3724,21,larger,anything,1,0,69.0,m,no
3725,19,fit,anything,0,0,68.0,m,no
3726,27,average,anything,2,0,72.0,m,no
3727,23,fit,anything,1,0,68.0,m,no
3728,43,fit,anything,1,0,71.0,m,no
3729,41,larger,anything,1,0,73.0,m,no
3730,41,average,anything,1,0,70.0,m,no
3731,19,average,vegetarian,1,1,72.0,m,yes
3732,23,fit,anything,1,0,70.0,m,no
3733,23,fit,anything,1,1,70.0,m,no
3734,31,larger,anything,2,1,71.0,m,no
3735,22,fit,anything,1,0,69.0,m,no
3736,31,fit,vegan,0,1,76.0,m,no
3737,20,fit,other,1,0,68.0,m,no
3738,27,average,anything,1,0,70.0,m,no
3739,24,average,anything,1,0,60.0,m,no
3740,22,average,anything,1,1,70.0,m,no
3741,30,unknown,anything,1,0,70.0,m,no
3742,23,fit,anything,1,0,69.0,m,no
3743,29,fit,anything,1,0,67.0,f,no
3744,47,average,anything,1,0,72.0,m,no
3745,27,larger,anything,1,0,64.0,f,yes
3746,24,average,anything,1,0,76.0,m,no
3747,45,fit,anything,1,0,70.0,m,no
3748,33,larger,anything,1,0,68.0,f,no
3749,29,average,anything,1,0,64.0,m,no
3750,25,unknown,anything,1,0,71.0,m,no
3751,23,fit,anything,1,0,69.0,m,yes
3752,26,average,anything,1,0,67.0,m,yes
3753,33,average,anything,1,0,72.0,m,no
3754,21,fit,anything,2,0,73.0,m,no
3755,22,fit,anything,1,0,72.0,m,no
3756,24,average,anything,1,0,66.0,f,no
3757,47,fit,anything,1,0,71.0,f,no
3758,29,larger,anything,1,0,65.0,f,yes
3759,25,larger,anything,1,0,67.0,f,no
3760,29,unknown,anything,2,0,70.0,m,no
3761,25,unknown,anything,1,0,73.0,m,no
3762,24,unknown,vegetarian,1,1,66.0,f,no
3763,30,average,anything,1,0,69.0,m,no
3764,31,average,anything,1,0,74.0,m,no
3765,25,fit,other,1,0,66.0,m,no
3766,23,average,anything,1,1,70.0,m,yes
3767,33,fit,anything,1,0,76.0,m,yes
3768,31,fit,vegetarian,1,1,70.0,m,no
3769,34,average,anything,2,1,66.0,f,no
3770,21,average,anything,1,0,64.0,f,no
3771,31,fit,anything,1,0,74.0,m,no
3772,27,fit,anything,1,0,72.0,m,no
3773,29,average,other,1,1,73.0,m,no
3774,27,fit,anything,0,0,73.0,m,no
3775,33,fit,anything,1,0,72.0,m,no
3776,28,fit,vegetarian,1,0,68.0,m,no
3777,25,larger,anything,1,0,74.0,m,yes
3778,25,fit,anything,1,0,74.0,m,no
3779,28,fit,anything,1,0,68.0,m,no
3780,21,larger,anything,0,0,67.0,f,no
3781,27,fit,anything,1,0,69.0,m,no
3782,31,average,anything,1,0,69.0,m,no
3783,25,fit,anything,1,1,67.0,m,yes
3784,32,fit,anything,2,1,70.0,m,no
3785,30,larger,anything,2,0,72.0,m,no
3786,28,fit,anything,2,0,74.0,m,yes
3787,34,fit,anything,1,0,62.0,f,no
3788,37,larger,anything,1,0,65.0,f,no
3789,25,fit,anything,1,0,73.0,m,no
3790,26,average,vegetarian,1,0,65.0,m,no
3791,46,fit,anything,0,0,71.0,m,no
3792,46,fit,anything,0,0,67.0,f,no
3793,40,average,anything,1,0,66.0,f,no
3794,28,fit,anything,1,1,64.0,f,yes
3795,28,unknown,anything,2,0,74.0,m,no
3796,27,fit,anything,1,1,69.0,m,yes
3797,35,fit,anything,1,0,69.0,m,no
3798,20,average,vegetarian,1,0,65.0,f,no
3799,36,fit,anything,2,0,71.0,m,no
3800,25,fit,anything,2,1,72.0,m,no
3801,33,average,anything,1,0,68.0,f,yes
3802,26,fit,anything,1,1,77.0,m,no
3803,33,fit,vegetarian,1,0,63.0,f,no
3804,30,unknown,anything,1,1,64.0,f,no
3805,65,average,vegetarian,0,0,64.0,f,no
3806,24,fit,anything,1,0,64.0,f,no
3807,24,larger,anything,1,0,68.0,f,no
3808,25,unknown,anything,1,1,68.0,f,yes
3809,25,fit,anything,1,0,65.0,f,no
3810,27,fit,anything,1,0,61.0,f,no
3811,29,average,anything,1,0,66.0,f,no
3812,29,fit,anything,1,0,74.0,m,no
3813,38,fit,anything,1,0,68.0,m,no
3814,26,fit,anything,1,0,67.0,m,no
3815,27,fit,anything,1,0,68.0,f,no
3816,23,average,anything,1,0,64.0,f,no
3817,24,average,anything,2,0,73.0,m,no
3818,18,average,anything,1,0,73.0,m,no
3819,40,larger,anything,1,0,67.0,f,no
3820,46,average,anything,1,1,70.0,m,no
3821,31,fit,anything,1,0,70.0,f,no
3822,37,average,anything,1,0,63.0,f,no
3823,25,average,anything,1,1,66.0,m,yes
3824,23,larger,anything,2,0,66.0,f,yes
3825,27,fit,anything,1,0,72.0,f,no
3826,25,average,anything,1,0,71.0,m,no
3827,21,larger,anything,0,0,60.0,f,no
3828,22,fit,anything,1,0,69.0,f,yes
3829,28,fit,anything,1,0,60.0,f,no
3830,24,average,anything,1,1,76.0,m,yes
3831,31,average,anything,1,0,70.0,m,no
3832,22,average,anything,1,0,66.0,f,no
3833,32,average,anything,1,0,67.0,f,no
3834,50,fit,anything,0,0,74.0,m,no
3835,27,fit,anything,1,0,65.0,m,no
3836,23,fit,anything,1,0,67.0,f,no
3837,30,larger,anything,1,0,68.0,m,no
3838,41,average,anything,0,0,68.0,m,no
3839,27,fit,anything,1,0,74.0,m,no
3840,63,average,other,1,0,63.0,f,no
3841,35,average,anything,1,0,62.0,m,no
3842,25,fit,anything,2,1,70.0,m,no
3843,24,fit,anything,1,0,65.0,m,yes
3844,24,fit,anything,1,0,70.0,m,no
3845,25,larger,vegetarian,1,0,61.0,f,no
3846,26,fit,anything,1,0,73.0,m,no
3847,22,average,anything,1,1,67.0,m,yes
3848,53,unknown,anything,1,0,71.0,m,no
3849,31,average,anything,1,0,68.0,m,no
3850,23,average,anything,1,0,73.0,m,no
3851,22,average,vegetarian,1,0,64.0,f,no
3852,36,unknown,anything,1,0,65.0,f,no
3853,25,fit,anything,1,1,73.0,m,yes
3854,32,fit,other,1,0,69.0,m,no
3855,31,unknown,anything,1,0,66.0,f,no
3856,29,fit,anything,1,0,69.0,m,no
3857,27,average,anything,1,0,63.0,f,no
3858,42,fit,anything,1,0,67.0,m,no
3859,34,unknown,anything,2,0,79.0,m,no
3860,26,fit,anything,1,1,71.0,m,no
3861,35,average,anything,1,0,70.0,m,no
3862,32,average,vegetarian,1,0,71.0,m,no
3863,29,unknown,anything,1,0,67.0,m,no
3864,23,fit,anything,1,0,67.0,m,no
3865,33,fit,anything,1,0,70.0,f,no
3866,24,average,anything,1,0,68.0,m,no
3867,22,average,anything,1,1,71.0,m,no
3868,37,larger,anything,1,0,68.0,f,no
3869,35,fit,anything,1,0,73.0,m,no
3870,31,average,other,1,0,69.0,m,no
3871,32,average,anything,0,0,70.0,m,no
3872,32,fit,vegetarian,1,0,63.0,f,no
3873,56,average,vegetarian,1,0,64.0,f,no
3874,28,average,vegetarian,2,0,70.0,m,no
3875,27,fit,anything,1,0,64.0,m,no
3876,32,average,anything,1,0,69.0,m,no
3877,22,fit,anything,1,1,71.0,m,yes
3878,28,average,anything,2,0,71.0,m,yes
3879,29,fit,anything,1,0,72.0,m,no
3880,33,average,anything,1,0,65.0,m,no
3881,36,fit,vegetarian,0,0,71.0,m,no
3882,32,fit,anything,1,0,69.0,m,no
3883,23,unknown,anything,1,0,67.0,m,no
3884,40,fit,anything,1,0,65.0,m,no
3885,41,unknown,anything,1,0,68.0,m,no
3886,49,unknown,other,1,0,72.0,m,no
3887,23,average,anything,1,0,69.0,m,no
3888,34,fit,vegan,1,0,62.0,f,no
3889,29,fit,anything,2,0,73.0,m,no
3890,28,unknown,anything,1,1,71.0,m,no
3891,36,larger,anything,1,0,64.0,m,no
3892,26,unknown,anything,2,0,61.0,f,no
3893,39,larger,anything,1,0,66.0,f,no
3894,20,fit,anything,1,0,68.0,m,no
3895,30,fit,anything,2,0,72.0,m,no
3896,38,average,other,0,0,64.0,f,no
3897,28,larger,anything,1,0,70.0,m,no
3898,22,fit,anything,2,1,69.0,m,yes
3899,26,average,anything,2,0,66.0,f,no
3900,23,larger,anything,1,0,61.0,f,no
3901,32,average,anything,1,0,69.0,m,no
3902,30,unknown,anything,0,0,75.0,m,no
3903,28,fit,anything,1,0,78.0,m,no
3904,25,average,anything,1,0,69.0,f,no
3905,32,fit,anything,1,0,71.0,f,no
3906,28,unknown,anything,1,0,67.0,f,no
3907,30,average,anything,1,0,69.0,m,no
3908,24,average,vegetarian,1,0,72.0,m,no
3909,25,fit,other,1,0,72.0,m,no
3910,22,average,anything,1,1,70.0,m,no
3911,26,fit,other,1,0,71.0,m,no
3912,25,average,anything,1,0,66.0,f,no
3913,26,fit,anything,1,1,64.0,f,no
3914,49,fit,anything,1,0,60.0,f,no
3915,40,fit,anything,0,0,69.0,f,no
3916,35,fit,anything,1,0,64.0,f,no
3917,27,average,anything,0,2,68.0,f,yes
3918,47,average,anything,1,0,66.0,f,no
3919,42,average,vegetarian,1,0,63.0,f,no
3920,43,average,anything,1,1,65.0,f,no
3921,35,larger,anything,1,0,68.0,f,no
3922,42,larger,anything,1,0,65.0,f,no
3923,34,average,anything,1,0,64.0,f,no
3924,24,unknown,anything,1,1,67.0,m,yes
3925,43,unknown,anything,1,0,66.0,m,no
3926,26,fit,anything,1,0,71.0,m,yes
3927,34,average,anything,1,0,72.0,m,yes
3928,41,unknown,anything,1,0,69.0,f,no
3929,31,average,anything,1,0,65.0,f,no
3930,27,unknown,anything,2,0,69.0,m,no
3931,67,average,anything,1,0,68.0,m,no
3932,21,fit,anything,1,0,68.0,m,no
3933,44,fit,anything,1,0,68.0,f,no
3934,34,unknown,vegetarian,1,0,65.0,f,no
3935,26,average,anything,1,0,69.0,m,no
3936,46,unknown,anything,1,0,65.0,f,yes
3937,52,average,other,1,0,66.0,f,no
3938,51,fit,anything,1,1,70.0,m,no
3939,42,average,anything,1,0,68.0,f,no
3940,34,unknown,vegetarian,1,0,63.0,f,no
3941,37,larger,anything,1,0,64.0,f,no
3942,37,fit,anything,1,0,70.0,f,no
3943,24,fit,other,2,1,64.0,f,no
3944,24,larger,anything,1,1,70.0,m,no
3945,22,fit,anything,1,0,66.0,m,no
3946,27,fit,vegetarian,1,0,72.0,m,no
3947,36,average,anything,1,0,64.0,m,no
3948,26,fit,anything,1,1,70.0,m,no
3949,30,fit,anything,1,0,68.0,f,no
3950,25,average,anything,1,0,75.0,m,no
3951,24,fit,anything,1,0,70.0,m,no
3952,40,fit,other,1,0,67.0,m,no
3953,30,fit,anything,1,0,70.0,m,no
3954,31,average,anything,1,0,62.0,f,no
3955,34,average,vegetarian,1,0,70.0,f,no
3956,41,fit,anything,1,0,61.0,f,no
3957,28,fit,anything,0,0,64.0,f,no
3958,37,fit,anything,1,0,72.0,m,no
3959,21,fit,anything,1,1,67.0,m,no
3960,30,unknown,vegan,1,0,64.0,f,yes
3961,32,unknown,vegetarian,1,0,60.0,f,no
3962,21,average,vegetarian,0,1,70.0,m,no
3963,32,larger,anything,1,0,67.0,f,no
3964,35,fit,anything,1,0,65.0,f,no
3965,29,unknown,anything,1,0,70.0,f,no
3966,25,fit,anything,1,0,68.0,m,no
3967,28,average,vegetarian,2,0,71.0,m,no
3968,28,unknown,anything,1,1,70.0,m,no
3969,39,average,anything,1,0,65.0,m,no
3970,36,fit,anything,1,0,70.0,m,no
3971,31,fit,anything,1,0,71.0,m,no
3972,31,average,anything,1,0,68.0,m,no
3973,25,average,anything,1,0,64.0,m,no
3974,22,average,anything,1,0,70.0,m,no
3975,23,fit,anything,1,0,69.0,m,no
3976,36,fit,anything,1,2,69.0,m,no
3977,32,fit,anything,1,1,70.0,m,yes
3978,21,average,anything,0,0,64.0,f,no
3979,39,larger,anything,1,0,64.0,m,yes
3980,28,fit,anything,1,0,70.0,m,no
3981,52,fit,anything,1,0,66.0,m,no
3982,33,average,vegan,1,0,70.0,m,no
3983,30,average,anything,0,0,74.0,m,no
3984,27,fit,anything,1,1,73.0,m,no
3985,44,fit,anything,1,1,72.0,m,no
3986,32,fit,vegetarian,1,0,73.0,m,no
3987,33,average,anything,1,0,68.0,m,no
3988,30,average,anything,1,0,69.0,m,no
3989,43,fit,anything,1,0,69.0,m,no
3990,25,average,anything,1,0,66.0,f,no
3991,47,fit,anything,1,0,69.0,m,no
3992,34,average,anything,0,0,77.0,m,no
3993,32,average,anything,1,0,67.0,f,no
3994,27,fit,anything,1,0,70.0,m,no
3995,25,fit,anything,1,1,64.0,f,no
3996,26,average,anything,1,0,72.0,m,yes
3997,32,unknown,anything,1,0,66.0,f,no
3998,34,fit,anything,1,1,71.0,m,yes
3999,29,fit,anything,0,0,75.0,m,no
4000,45,fit,anything,1,0,73.0,m,no
4001,62,average,anything,1,0,74.0,m,no
4002,31,fit,anything,1,0,74.0,m,yes
4003,43,fit,anything,2,0,73.0,m,no
4004,33,fit,anything,1,0,69.0,m,no
4005,68,fit,anything,1,0,73.0,m,no
4006,28,larger,anything,1,0,74.0,m,no
4007,32,unknown,anything,2,0,64.0,m,no
4008,26,fit,anything,1,0,67.0,m,no
4009,34,average,anything,1,0,68.0,m,no
4010,65,average,anything,1,0,71.0,m,no
4011,61,average,anything,0,0,63.0,f,no
4012,24,average,anything,1,0,76.0,m,no
4013,31,fit,anything,1,0,74.0,m,no
4014,36,average,anything,1,0,67.0,m,no
4015,38,fit,anything,1,1,69.0,f,no
4016,28,fit,anything,1,0,71.0,m,no
4017,30,fit,anything,2,1,73.0,m,no
4018,21,unknown,anything,1,1,66.0,f,no
4019,29,fit,other,1,0,63.0,f,no
4020,51,larger,anything,1,1,69.0,m,no
4021,31,unknown,anything,1,0,73.0,m,no
4022,29,average,anything,1,1,67.0,m,no
4023,26,average,anything,1,1,71.0,m,yes
4024,41,fit,anything,1,0,66.0,f,no
4025,32,average,vegetarian,1,0,71.0,m,no
4026,23,average,anything,1,1,76.0,m,no
4027,23,larger,anything,1,0,60.0,f,no
4028,25,fit,anything,1,1,69.0,m,no
4029,24,fit,vegan,1,1,72.0,f,no
4030,34,unknown,anything,1,0,73.0,m,no
4031,35,average,anything,0,0,69.0,m,no
4032,28,larger,anything,2,0,72.0,m,yes
4033,30,fit,anything,1,1,64.0,f,no
4034,23,average,anything,1,1,69.0,f,no
4035,69,average,vegetarian,1,0,74.0,m,no
4036,29,larger,anything,1,0,64.0,f,no
4037,46,fit,anything,0,0,72.0,m,no
4038,23,average,anything,1,0,65.0,f,yes
4039,18,average,anything,1,0,67.0,f,yes
4040,32,average,anything,1,1,65.0,m,yes
4041,42,fit,kosher,1,0,79.0,m,no
4042,65,average,other,0,0,64.0,f,no
4043,40,fit,anything,1,0,74.0,m,no
4044,41,larger,anything,1,0,67.0,f,no
4045,37,larger,vegetarian,1,0,66.0,f,no
4046,30,fit,anything,1,0,70.0,m,no
4047,35,fit,anything,1,0,70.0,m,no
4048,21,average,anything,1,1,70.0,f,no
4049,32,fit,anything,1,0,64.0,f,no
4050,26,fit,anything,1,0,65.0,f,no
4051,31,average,anything,1,0,67.0,m,no
4052,24,average,anything,1,0,71.0,m,yes
4053,26,unknown,anything,0,0,71.0,m,no
4054,28,average,anything,1,0,61.0,f,no
4055,29,unknown,anything,1,1,64.0,m,no
4056,27,larger,anything,1,0,64.0,f,no
4057,29,fit,vegetarian,1,0,62.0,f,no
4058,30,larger,anything,1,0,64.0,f,no
4059,21,average,anything,2,0,64.0,f,no
4060,22,average,anything,1,0,66.0,f,yes
4061,20,larger,anything,2,1,69.0,f,no
4062,32,fit,anything,1,1,65.0,f,no
4063,20,fit,vegan,1,0,61.0,f,yes
4064,34,average,anything,1,0,69.0,f,no
4065,23,average,anything,1,0,65.0,f,no
4066,25,average,anything,1,0,67.0,m,yes
4067,22,average,vegetarian,1,1,68.0,m,no
4068,25,average,anything,1,1,64.0,m,yes
4069,24,fit,anything,1,0,69.0,m,no
4070,38,average,anything,1,0,73.0,m,no
4071,39,fit,anything,1,0,69.0,m,no
4072,21,larger,anything,1,0,61.0,f,no
4073,35,average,anything,1,0,65.0,m,yes
4074,23,average,anything,1,0,65.0,f,no
4075,22,average,anything,1,0,65.0,f,no
4076,23,fit,anything,1,1,63.0,f,no
